0
愛は全てを解決しない金があれば何でもできるかもしれない余裕のある生き方がしたいでも鐘のなる方へは行かないぞ高いものに目は眩むけれど安っぽいものを最後まで信じてみたい余裕のある人はかっこいいでも余裕のない人生は燃えるそうやって自分を奮い立たせることも負けず嫌いも生まれつきだからもっと刺激をもっと混乱をもっと人生を黄昏にバカ話をしたあの日を思い出す時を愛は全てを解決しない金があれば何でもできるかもしれない余裕のある生き方がしたいしたいしたいでも鐘のなる方へは行かないぞそうやって自分を奮い立たせることも負けず嫌いも生まれつきだからもっと刺激をもっと混乱をもっと人生を黄昏にバカ話をしたあの日を思い出す時を優しさに惑わされてふらついたあの日を思い出す時をあの歌に涙流し震えたあの日を思い出す時を
あの頃より好きな人に出会うまでにどれくらいのお金と身体と時間があればいいですかありきたりに傷ついては出会い頭でまたつまずくありがとごめんねさよならもういいから出来損ない出来そうもない忘れることウソもやめることふんわり落ちてく煙とその苦笑いに手を振ってやっぱり落ち着く香りにもう仕方なく身体を埋めるのです夏が過ぎ空はまどろみ寝落ちするすぐに夢みるお金と身体と時間を持て余す出来損ない出来そうもない楽しむこと仕事やめることうっかり落ちてく地獄にふと吸い込まれてつい転んで納得いかない全てにもう仕方なく身体を投げやるのです味わいましょう苦味も旨味も涙も笑いも吸い込みましょうあの感触もあの声もふんわり落ちてく煙とその苦笑いに手を振ってやっぱり落ち着く香りにもう仕方なく身体を埋めるのですシガレット空に蒔くあとちょっと空に泣く
こんな幸せできすぎているむしろ夢であれよ、と思う目の前にあるマシマロの丘チョコレイトで汚したい神様がいたんだな冴えないこの僕の身体にも真実はこれからだいざゆけ！愛の中を！心地よいリズムに乗って見たことのない大地を走る走る野暮な考え思い描くよもはや夢に近い妄想で眠れる美女とマシマロの丘ある程度まで汚したい炭酸が弾けるよ脳みそのストローを辿って真実はこれからだいざゆけ！突撃だ！なまぬるい空気を吸い込んで見たことのない聖地を泳ぐ泳ぐ首筋から強く伝わる熱すごい速さで分かる僕ら心地よいリズムに乗って見たことのない大地を走るなまぬるい空気を吸い込んで見たことのない聖地を泳ぐ柔らかいマシマロ頬張って見たことのない大地を走る走る
結局忘れられなかった香りを買いに渋谷へ簡単に自分の香りを捨ててしまうような女です普段はあまり行かないようなお店に入るのもいいねこの香りにたどり着くまでに本当に色々あったな馬鹿だって分かってる懲りてないよなまだだって捨てきれない思い出があるよなもう一度もう一度あの日に戻ってやり直したいなそしてこの香りとは結びつきたくなかった結局忘れられなかった香りを抱いて家に帰るこんなに小さな袋の中に2年前の私がいますハサミで封を切る溢れないようにひとつ残らず受け止める自分のためにひとつずつひとつずつ蘇る思い出がフワリ落ちてゆくそうだったそうでしたこんなにも好きだったなぁ涙は出ないけどあからさまに揺れる胸の中傷ついたくせにあの日傷ついたくせにもう一度もう一度あの日に戻ってやり直したいなそしてこの香りとは結びつきたくなかった結局忘れられなかった香りの中で今日も眠る
A.P.C. の黒い財布なくしてしまって海へダイブ嘘を見破ってよダーリン現実逃避の小旅行のぞいて心の奥の内部たぶん汚れてるかもねだいぶ嘘を見破ってよダーリンこのままじゃ私きっとすぐ帰れないあなたの為にもう尽くせないわ笑って見過ごしたあなたのせいだわもしも2人の最後が今日だとしたならあと少しほんの少しだけ求めていて欲しかった、な。退屈だこんなライフ胸にしまい込んでいるナイフだから嫌われるのわかってる知ってるレッテル貼られてるああ私こんなはずじゃなかった「幸せになる」少女の頃の夢A.P.C. の黒い財布なくしてしまった事は本当でも嘘を見破ってよダーリン平気な涙なんてないだからきっとすぐ帰れないあなたの為にもう尽くせないわ笑って見過ごしたあなたのせいだわもしも2人の最後が今日だとしたならあと少しほんの少しだけ求めていて欲しかった、な。女は別れが近づくほど可愛くなって綺麗になるのだから今のうちに会っておいてよメモ書きは残しておいたでしょ後ろ髪を引かれる思いで2人がまた惹きあったのなら「幸せになる」少女の頃の夢をあなたに叶えて欲しい
その気になれば私だって不幸みたいな顔はできるそれでよければいつだっていつだってそうしてみせるわそんなことで救われるなら早いことプライドも捨てたそれでよければいつだっていつだってどん底に落ちた女のふりして適当に頭を撫でられ食べていくそんな可愛そうな目で私を見ないでいて生きてゆく術は人それぞれだから私はいつも風まかせそんな風に生きてる私はいつも運まかせそんな風に生きてるそんな風に乗ってるそんな風に生きてく
「今日はちょっと早いかもゴメン」なんて言われましても私遅かれ早かれ後悔するから何でもいいよもう何でもどうでもいいよもうどうでもズタズタになってボロボロになってどっかの公園の隅にでも捨てて下さい愛されたい愛されてみたい愛されて愛してみたい「終電逃して何のつもり？」って聞かれた恥ずかしさ期待してないなんて言えないしというか分かってよもう分かってよどうでもいいよもうどうでもそうやっていっつも傷つけるんだどっかの誰かさんはそうやってまた明日傷つけて気づかないで傷ついてキスせがんでダメねこんな私ではダメね乾電池みたいな女だよそれは自覚しているし度胸もない包み込んでくれる故郷もない今日もいないどうしようもないどうでもいいよもうどうでもズタズタになってボロボロになった心のシュレッダーの刃はもうガタガタだ愛されたい愛されてみたい愛されて愛してみたい愛されてみたいだけの欲望ならどんなときも貴方の事が好きだったいや今でも好きです好きです好きです好き気持ちの悪い自分を殴りたい少し痛い大切なとこ心臓あそこどこそこそれが痛むの嫌いじゃない痛みダメねこんな私ではダメね始発待ちベンチどっちの方向かも分からぬままにただまだ逢いたい痛い痛い痛いあの感触をまだ確かめて痛い愛されたい愛されてみたい愛されて愛してみたい傷つけて気づかないで傷ついてキスせがんで愛されたい愛されてみたい愛されて愛してみたい愛されてみたいだけの欲望ならどんなときも
ブラインド越しに見える月を「見ながらしよう」と言った夜「綺麗だね」って私に最初に言って欲しかったのよフライング気味にキスをして「寒いでしょ？」と言って抱きしめて「大好きだよ」って私に常々言って欲しくなったよ会えば会うほどに悲しくなってまたこうして離れられないだから今日も待っています身体冷やして待っていますユラユラ揺れる月を見ながら“マインドコントロールされた”そう考えた方が楽だな「好きなんでしょ？」って私に聞くのはズルいズルすぎるでしょ耳元で咲いた気持ち良い言葉がまたこうして離れないよだから今日も帰ってきて心熱く溶け合いましょうユラユラ燃えるロウソクのように会えば会うほどに悲しくなってまたこうして離れられないだから今日も待っています身体冷やして待っていますユラユラ揺れる月を見ながら私今日も待っていますこれが本当の恋じゃなくとも今は貴方を待っていますユラユラ揺れる月を見ながら
いったいこのままいつまで1人でいるつもりだろうだんだん自分を憎んだり誰かを羨んだりいつかいつかと言い聞かせながら今日まで沢山愛してきたそして今もこの恋が実りますように少しだけ少しだけそう思わせて今、私恋をしている裸の心抱えてバイバイ愛しの思い出と私の夢見がちな憧れ優しくなれたよ少しね強くもなれたみたいどんな未来も受け止めてきたの今まで沢山夜を越えたそして今もこの恋の行く先なんて分からない分からないただ想いを今、私伝えに行くから裸の心受けとめて恋なんてしなきゃよかったとあの時もあの夜も思っていたの今、私また恋をしている裸の心震わせてこの恋が実りますように少しだけ少しだけそう思わせて今、私恋をしている裸の心抱えて
泥まみれの過去が纏わりつく日々だ鈍くなった足でゴールのない山を登る恋い焦がれたこと夢に起きてまた夢見たことこれまでを切り取るように頭の中を巡る明日が来ることは解る昨日が戻らないのも知ってるできればやり直したいけれど切り捨てた何かで今があるなら「もう一度」だなんてそんな我儘言わないでおくけどなそれでもどこかで今も求めているものがある不滅のロックスター永遠のキングは明日をどう生きただろうか傷だらけの空がやけに染みていく今日鈍くなった足で河川敷をなぞり歩く涙がでることは解る気持ちが戻らないのも知ってるそれなら辞めてしまいたいけれど残された何かで今が変わるなら「もう一度」だなんてそんな情けは言わないでおくけどなそれでもどこかで今も望んでいる事がある伝説のプロボクサー謎に満ちたあいつは明日をどう乗り越えたかな吹く風にまかせ目を閉じて踊れ甘いカクテル色の空を仰げそんな声が聞こえる切り捨てた何かを拾い集めてももう二度と戻る事はないと解っているのにな切り捨てた何かで今があるなら「もう一度」だなんてそんな我儘言わないでおくけどなそれでもどこかで今も求めているものがある不滅のロックスター永遠のキングは明日をどう生きただろうか伝説のプロボクサー謎に満ちたあいつは明日をどう乗り越えたかな
きっと僕たちが想像した未来は幼い頃見つけた石ころみたいに丸っこくて変な傷跡なんかもなくてさ平和っていう漢字の通りなんだって思っていた肝心な凡人は夢を追って島を出た胸に夢って書いて飛び出したあの大海原へ変に泣いたって空気が濁るからさじゃあねって言うまたねって言う石ころを空に投げた巨大な力で潰されそうな孤独にはその毒には独特の世界を呼び起こす魔法があるよサヨナラいつかの少年の影よまた会おうなまだただいま言える場所はとっておくぜこの大空の青さを瞳のパレットに潜らせて包み込んで涙さえも味方にきっと僕たちが創造した未来はガラスの靴や魔女が飛び交う絵本のような物語変な理由もなくそう信じていたんだヘイベイビー！なんておどけて笑い汗かいて大人になった知らない間に潰されそうな幸せや野に芽吹く花がどうか最期まで咲きますように全てを光らせサヨナラあの日の少年の夢よまた会おうかまだただいま言えるくらいの余裕はあるだろ？この大空の青さを心のオアシスにして泳いで潜り込んでまた帰っておいでだから今はサヨナラ少年の影よまた会おうなまだただいま言える場所はとっておくぜこの大空の青さを瞳のパレットに潜らせて包み込んで涙さえも味方に
全然好きじゃなかったホラー映画とキャラメル味のキス全然好きになれなかったそれなのにね今は悲鳴をあげながら君の横顔を探している空虚な心の落とし穴暗すぎてなにも見えない根拠なんて一つもないのにさ身体が走り出してく赤く染まった空から溢れ出すシャワーに打たれて流れ出す浮かび上がる一番弱い自分の影青く滲んだ思い出隠せないのはもう一度同じ日々を求めているから全然好きじゃなかったほら、あの呼び方漫画の主人公みたいで全然好きになれなかったんだそれなのにね今も似た言葉に身体が動くよ皮肉な思い出なのさ何回も右往左往してみても暗すぎて何も見えないそうかいまだ隠れているのかい飛び出しておいでメモリー高く掲げた掌届く気がしたんだ確かに回り出す襲いかかる悪魔の顔をした奴らが会いたい人に会えないそんな悪夢を雲に変えて食べてやるよ悲しくなるからいつもいつもいつもいつも君が君が君が君が最初にいなくなってしまうなんでなんでなんでなんで僕に僕に僕に僕にさよならも言わずに空になったの？赤く染まった空から溢れ出すシャワーに打たれて流れ出す浮かび上がる一番弱い自分の影青く滲んだ思い出隠せないのはもう一度同じ日々を求めているから君が知っている空の青さを知りたいから追いかけている追いかけている届け
脳と言う名のノートに刻み込んだ痛みもNO とは言わせないくらい鮮明に残っているあれとこれを天秤にかけて眉間にできた川の中でYES と笑ったのはわたしなのにわたしなのになアリの巣みたいに複雑な迷路の中に迷い込んだアリスはもう二度と戻れないよ後に引けないよねぇわたし昨日のわたし無理して笑ったその理由を教えてよねぇわたし昨日のわたし増えたシワの数も小さな声で耳打ちをして苦味の強いコーヒー甘く仕立ててよもう少し人生もおんなじクリーミーにクリーンにしていくのそうやってダサく嘆いては生まれる駄作に嫌になる言葉を紡ぐたびに涙が出る何かが消えるキラキラに光る瞼の上虹色のネイルお洒落な洋服はわたしを守るための優しい鎧だわねぇわたし昨日のわたし買い被った台詞震えていた気がするのねぇわたし昨日のわたし変な寝ぐせ指でなぞるフリをして慰めておばさんになったこと泣けない日が増えたこと自分より大切なものができたこと治りの遅い傷や時に唄い出す身体今しかないわたしをわたしで抱きしめてねぇわたし昨日のわたし無理して笑ったその理由を教えてよねぇわたし昨日のわたし増えたシワの数も小さな声で耳打ちをしてわたしに知らせて生きてる証を脳という名のノートに刻み込んだ記憶の音に生かされてるわたしはきっとずっと。
言葉にしなくたって通じ合える2人になろうやぶれかぶれになってぶつかり合う日々をやめようもしも2人がディスティニーだったらきっとできるはずきっとそのはずテレパしいテレパしい言葉にすることで傷つき傷つけるなら目と目と心でどうにか乗り切ってみよう言葉にすることは難しいいつになっても抱きしめて分かり合えるならそれがいいもしも2人がディスティニーだったらきっとできるはずきっとそのはずテレパしいテレパしい「言葉にしてほしい」って君が泣いたりすると少し今のままで良いのかな？と少し苦しくなる言葉にすることで傷つき傷つけるのなら目と目と心でどうにか乗り切ってみようもしも2人がディスティニーだったらきっとできるはずきっとそのはずもしも2人のシンパシーがずっと一緒だったら伝わるはずきっとそのはずテレパしいテレパしいテレパしい言葉にしなくたって通じ合える2人になろうでも言葉で伝わる何かがあることも知ったよ
真夏の夜の匂いがする絵の具のソレと同じ香りさまざまな色恋も踊り出す今夜は私もその一人？真夏の夜の匂いがする私には分かる危険な香りいろいろな問題も溢れ出す今夜も帰路にて頭を冷やすもっと自由にグラスを片手に人生を謳歌人生を歌おうか「そんなことできたらなぁ」真夏の夜の匂いがする偉そうに睨む魔物がいる有耶無耶な地図で惑わされる迷子の迷子の子猫になるああ気づけばほら踊らされるクセになってる抜け出せない天国か地獄か分からない道を行こう振り切って進んで行こう簡単じゃないからハマっていくんだろう恋も金もこの人生も根拠のない台詞に騙されたら最期最高の財宝がきっとここにあるはずフラつく脚が不思議とお菓子な家へ快楽へとご苦楽へと吸い込まれていくああ気づけばほら脳味噌の中に溶けていくいとおかし天才か？真逆か？分からない未知の人ふざけんなもうどうしよう完璧な答えが出ないまま行くんだろう愛の価値もこの人間もかと言って裏切れなかったんだ可も不可もなくここに立った真夏の夜の匂いが誘った私の身体「いらっしゃい」ほらまた聞こえた真夏の夜の匂いがする絵の具のソレと同じ香りさまざまな色恋も踊り出す今夜は私もその一人？今夜は私もその一人？今夜は私もその一人？天国か地獄か分からない道を行こう振り切って進んで行こう簡単じゃないからハマっていくんだろう恋も金もこの人生も
私今日は女だから今日は女だからきっと抱きしめてもらえないでしょう今日は女だから今日は女だからずっと溢れているでしょう確かめなくても湿ってく揺らいでく沈みたいのキスだけでいけそうなの傷だらけになるとしてもキスだけでここにきたのやるせないねやる気ないね？お前今日は女だから今日は女だからちょっと忍ばせているでしょうお前今日も女だから今日も女だからそっと触れていたい待ち構えていても歪んでく乾いてく急がなくちゃキスだけでいけそうなの？傷つけてもかまわないの？キスだけでここにきたの？やるせないね眠れないね背中合わせの夜心臓泣かせの夜重なり合いたい気持ちをまたいで抱きしめてキスだけで私今日は女だからお前今日は女だからいつも女だからいつも女だから今日も2人だから
孤独を知る旅に出よう相棒はとりあえずいらない道無き道の片隅にいた頼りない目をした猫が泣いたんだ「お願い僕に夢を見せて」と根拠もない足跡もない紡いだ言葉もそれほどないけれどついておいできっとこの先も嵐は必ず来るが大丈夫さこのまま海の方まで歩こうとんでもない獣がいるかもなその時は頼りない爪でひっかいて守ってあげるからなんて言えたらもっと強くなれるかな今度こそ光ってやるドブの中にいたあの日にサヨナラどうしても弱ったならまた君の腕の中で眠らせてたちまち嵐の中吹く風目の奥に刺さる現実と高い壁が襲いかかる身体を巻き込む退屈な日々がこんなにも激しく回ってる旅はまだ続く根拠もない足跡もない紡いだ言葉もそれほどないけれど進んで行こうきっとこの先も嵐は必ず来るが大丈夫さ
どうせ止まってしまうこの心臓に水を与えて時に走らせ動かしてく私達は怒って傷ついて泣いてまた怒って笑って恋していつまでたっても吹き溢れない湯を沸かすのだルルラルルラと生活の隙間にポツリと落ちている希望を集める誰にだって訳があって今を生きて私にだって訳があってこんな歌を歌う全部わかって欲しい訳じゃないけどさそういう事だって言いたいだけどうせ止まってしまうこの電車に我が身を預けて時の流れや人の波を肌で感じてこんな風になってみたいだとかあんな風に愛されてみたいとかまぶたを閉じて傷口を抱いて眠るルルラルルラと聴こえる音楽とポツリと落ちてくる涙を数える誰にだって訳があって今を生きて私にだって訳があってこんな声をしてる全部わかって欲しい訳じゃないけどさそういう事だって知って欲しくて誰にだって訳があって今を生きて私にだって訳があってギターを弾いている全部わかって欲しい訳じゃないけどさそういう事だって歌いたいだけ
逃がした魚が大きいと私の心もすっかりぽっかり馬鹿でかい穴が空くよ魅力的だと言ったでしょ？私のこの眼をじゃあ見つめてみて眼で確かめてねねぇね。街角で彷徨うシンデレラもうそう思うしかない行ったり来たりのハイヒール折れてしまうわ耳をすませばワンコール少しの光がキラキラと私の前に現れるのを待っちゃってますなれないなれないあなたのものにはなれないいらないいらないそんなヤケクソなんてああジーザスこんな結末を誰が予想しましたかああ結局私がチョロいと思われて完結、ああ最低なフライデーすり抜けてなんとか過ごしてるああ言いたいこと聞きたい事を抱えながら待っちゃってますなれないなれないあなたのものにはなれないいらないいらないこんなヤケクソなんてああジーザスこんな結末に望み一欠片もないのああ結局私がチョロいの思われて当然、ああなれないなれないあなたのものにはなれないいらないいらないそんなヤケクソなんてああジーザスこんな結末を誰が予想しましたかああ結局私がチョロいと思われて完結ああジーザスこんな結末に望み一欠片ないの結局私がチョロいの思われて当然、ああ
北千住駅のプラットホーム銀色の改札思い出話と 想い出ふかし腰掛けたベンチで僕らは何も見えない未来を誓い合った寒さにこらえた木々と猫がまるで僕らのことで蕾を咲かせようと実を揺らしてる素敵に笑っている焦らないでいいいつか花束になっておくれよそれまで待っていてねこれからの展開をふたりで飽きるまで過ごしてみるからね最低限の愛を伝えながらどんな未来がこちらを覗いてるかな君の強さと僕の弱さをわけ合えばどんな凄いことが起きるかな？ほら もうこんなにも幸せいつかはひとり いつかはふたり大切を増やしていこう北千住駅をフワっと歩く藍色のスカートいつになく遠く遠くに見える加速する足音素直じゃないといけないような気がしたよ優しさに甘えすぎて怯えすぎた男の背中に掌を添えてくれるのはもう前を歩く君じゃなきゃダメだからどうか未来がこちらに手を振ってほしい日々の辛さと僕の体がだらしなく帰る場所を探し続けているほら もうこんなにも夕焼けいつかの灯り思い出すとき大切に気づくのでしょう焦らないでいいいつか花束になっておくれよ僕らは何も見えない未来を誓い合ったどんな未来がこちらを覗いてるかな君の強さと僕の弱さをわけ合えばどんな凄いことが起きるかな？ほら もうこんなにも幸せいつかはひとり いつかはふたりいや もっと もっと大切を増やしていこう？住み慣れた駅のプラットホーム水色に挨拶「お帰りなさい」と小さく揺れる影を踏む幸せ
引きずり倒した過去の恋がまた同じような恋を連れてきた頭の先に走る刺激息を飲んで目を開いた平常心は保てそうにもない今って夢じゃないよな？現実と理想は正反対退屈と憂鬱のその差はなんだい？ただもう僕は止められない！見覚えのある香りだからきっと君にたどり着いたんだろうなそうだ、そう思わせて身に覚えのないこの気持ち新しく始まる高鳴りああこれは出会いやろか？引きこもり僕の籠の中はあの日の涙とアレを丸めこんだ白い青春と思い出飲み込んでほしかったんだ平気なフリで笑っていたかったもしも側にいたなら生活を保護して病原体近づけない傷をつけさせないただもう僕はこの通りさ見覚えのある香りなんだよ抱きしめたくなる衝動なんだよ僕と出会った事ってありますか？「身に覚えない」って言うけれど確かに知ってるその仕草にもう参ったなぁ溜め込んだ気持ちが膨らんで弾けてしまうぞ暴れてしまうぞへんてこなこの恋見覚えのある香りだからきっと君にたどり着いたんだろうなそうだ、そう思わせて身に覚えのないこの気持ち新しく始まる高鳴りああこれは、出会いやろか？
